Song,Album,Album Release Date,Artist Names,Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank,Song Length(ms),Spotify Link,Song Image,Spotify URI,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Key,Mode,Time Signature
Hard To Love,Hard 2 Love,2012-04-24,['Lee Brice'],"['country road', 'contemporary country', 'modern country rock', 'country']",2012,95,224293,https://open.spotify.com/track/6E9V9TRlVOLjenGjHemzEH,https://i.scdn.co/image/ab67616d00001e02b9a441c7177945b50dd66665,spotify:track:6E9V9TRlVOLjenGjHemzEH,71,0.0119,0.638,0.722,0.00808,0.189,-6.177,0.0332,103.017,0.469,9,1,4
Somethin' 'Bout A Truck,Up All Night,2012-01-01,['Kip Moore'],"['country road', 'contemporary country', 'modern country rock', 'country']",2012,96,213826,https://open.spotify.com/track/6Ymvlzom4TQeoKqAWsZRD8,https://i.scdn.co/image/ab67616d00001e0284550c77304d8c80bede4b20,spotify:track:6Ymvlzom4TQeoKqAWsZRD8,70,0.0697,0.554,0.794,0.0,0.63,-5.417,0.035,176.01,0.79,11,1,4
Adorn,Kaleidoscope Dream,2012-09-28,['Miguel'],['r&b'],2012,97,193146,https://open.spotify.com/track/25cUhiAod71TIQSNicOaW3,https://i.scdn.co/image/ab67616d00001e02fe113f478616e62a8fe14108,spotify:track:25cUhiAod71TIQSNicOaW3,71,0.0543,0.625,0.576,4.07e-05,0.187,-5.693,0.175,179.063,0.235,11,0,4
Fly Over States,My Kinda Party,2010-11-02,['Jason Aldean'],"['country road', 'contemporary country', 'modern country rock', 'country']",2012,98,218200,https://open.spotify.com/track/17X2tSzibD9n9QRjdExcWT,https://i.scdn.co/image/ab67616d00001e0230fb8097859c939e15124037,spotify:track:17X2tSzibD9n9QRjdExcWT,65,0.069,0.487,0.736,0.0,0.114,-3.269,0.0326,81.587,0.184,7,1,4
Even If It Breaks Your Heart,Life At Best,2011-01-01,['Eli Young Band'],"['heartland rock', 'classic texas country', 'contemporary country', 'country road', 'country']",2012,99,220520,https://open.spotify.com/track/0Nu9WA8kEbBWEsay2s8Q0U,https://i.scdn.co/image/ab67616d00001e02bf969d6e8eea50defef60fb2,spotify:track:0Nu9WA8kEbBWEsay2s8Q0U,69,0.000159,0.495,0.527,0.0163,0.1,-4.742,0.0351,208.067,0.574,0,1,4
BURN IT DOWN,LIVING THINGS,2012-06-20,['Linkin Park'],"['alternative metal', 'nu metal', 'rock', 'post-grunge', 'rap metal']",2012,100,230253,https://open.spotify.com/track/7oVEtyuv9NBmnytsCIsY5I,https://i.scdn.co/image/ab67616d00001e02987fb4c5ec8790e9f637a4a4,spotify:track:7oVEtyuv9NBmnytsCIsY5I,76,0.0143,0.585,0.972,0.0,0.0707,-4.45,0.0534,110.006,0.585,9,0,4
Thrift Shop (feat. Wanz),The Heist (Deluxe Edition),2012-10-09,"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Wanz']","['pop rap', 'seattle hip hop']",2013,1,235613,https://open.spotify.com/track/7bYZBVrnRfqeaPbhRyEvK3,https://i.scdn.co/image/ab67616d00001e02938f1c0cc7d36a671ed226a7,spotify:track:7bYZBVrnRfqeaPbhRyEvK3,70,0.0633,0.781,0.526,0.0,0.0457,-6.986,0.293,94.993,0.665,6,0,4
Blurred Lines,Blurred Lines (Deluxe),2013-01-01,"['Robin Thicke', 'T.I.', 'Pharrell Williams']","['pop', 'dance pop', 'neo soul', 'dirty south rap', 'southern hip hop', 'trap', 'gangster rap', 'urban contemporary', 'atl hip hop', 'rap', 'hip hop', 'pop rap', 'r&b']",2013,2,263826,https://open.spotify.com/track/0n4bITAu0Y0nigrz3MFJMb,https://i.scdn.co/image/ab67616d00001e02bf4733171d920f2a62b24713,spotify:track:0n4bITAu0Y0nigrz3MFJMb,77,0.00334,0.853,0.599,7.93e-06,0.0759,-4.756,0.0411,119.993,0.843,7,1,4
Radioactive,Night Visions,2012-09-04,['Imagine Dragons'],"['pop', 'rock', 'modern rock']",2013,3,186813,https://open.spotify.com/track/4G8gkOterJn0Ywt6uhqbhp,https://i.scdn.co/image/ab67616d00001e02b2b2747c89d2157b0b29fb6a,spotify:track:4G8gkOterJn0Ywt6uhqbhp,74,0.106,0.448,0.784,0.000108,0.668,-3.686,0.0627,136.245,0.236,9,1,4
Harlem Shake,Harlem Shake,2013-02-12,['Baauer'],"['electro house', 'electronic trap', 'edm']",2013,4,196664,https://open.spotify.com/track/01XFgRZfZI7oBagNf1Loml,https://i.scdn.co/image/ab67616d00001e02bce7a01cbaffe3e94e5323f5,spotify:track:01XFgRZfZI7oBagNf1Loml,59,0.0111,0.452,0.794,0.00182,0.416,-5.151,0.0483,137.825,0.282,0,1,4
Can't Hold Us (feat. Ray Dalton),The Heist,2012-10-09,"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Ray Dalton']","['pop rap', 'seattle hip hop']",2013,5,258342,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,https://i.scdn.co/image/ab67616d00001e0298a02fef3a8b1d80a0f164ec,spotify:track:3bidbhpOYeV4knp8AIu8Xn,83,0.0291,0.641,0.922,0.0,0.0862,-4.457,0.0786,146.078,0.847,2,1,4
Mirrors,The 20/20 Experience (Deluxe Version),2013-03-15,['Justin Timberlake'],"['pop', 'dance pop']",2013,6,484146,https://open.spotify.com/track/4rHZZAmHpZrA3iH5zx8frV,https://i.scdn.co/image/ab67616d00001e02db1d1cdc927a07825a2ed244,spotify:track:4rHZZAmHpZrA3iH5zx8frV,80,0.234,0.574,0.512,0.0,0.0946,-6.664,0.0503,76.899,0.512,5,0,4
Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,2012-09-18,"['P!nk', 'Nate Ruess']","['pop', 'dance pop', 'modern rock']",2013,7,242733,https://open.spotify.com/track/1mKXFLRA179hdOWQBwUk9e,https://i.scdn.co/image/ab67616d00001e029d0f0d226987b449808e7b6f,spotify:track:1mKXFLRA179hdOWQBwUk9e,83,0.346,0.778,0.547,0.000302,0.132,-7.273,0.0489,95.002,0.441,2,1,4
When I Was Your Man,Unorthodox Jukebox,2012-12-07,['Bruno Mars'],"['pop', 'dance pop']",2013,8,213826,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh,https://i.scdn.co/image/ab67616d00001e02926f43e7cce571e62720fd46,spotify:track:0nJW01T7XtvILxQgC5J7Wh,89,0.932,0.612,0.28,0.0,0.088,-8.648,0.0434,72.795,0.387,0,1,4
Roar,PRISM,2013-01-01,['Katy Perry'],['pop'],2013,10,223546,https://open.spotify.com/track/27tNWlhdAryQY04Gb2ZhUI,https://i.scdn.co/image/ab67616d00001e021e9a057052d59004caf47e22,spotify:track:27tNWlhdAryQY04Gb2ZhUI,81,0.00492,0.671,0.771,7.28e-06,0.354,-4.821,0.0316,90.003,0.436,7,0,4
Locked out of Heaven,Unorthodox Jukebox,2012-12-07,['Bruno Mars'],"['pop', 'dance pop']",2013,11,233478,https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,https://i.scdn.co/image/ab67616d00001e02926f43e7cce571e62720fd46,spotify:track:3w3y8KPTfNeOKPiqUTakBh,88,0.049,0.726,0.698,0.0,0.309,-4.165,0.0431,143.994,0.867,5,1,4
Ho Hey,The Lumineers,2012-04-03,['The Lumineers'],"['stomp and holler', 'folk-pop', 'modern rock', 'neo mellow']",2013,12,163133,https://open.spotify.com/track/0W4Kpfp1w2xkY3PrV714B7,https://i.scdn.co/image/ab67616d00001e0273cd0c903b9929d5ce7b26dd,spotify:track:0W4Kpfp1w2xkY3PrV714B7,77,0.794,0.685,0.466,2.06e-06,0.0915,-9.074,0.0304,79.936,0.353,0,1,4
Stay,Unapologetic (Deluxe),2012-12-11,"['Rihanna', 'Mikky Ekko']","['nashville indie', 'pop', 'barbadian pop', 'urban contemporary']",2013,13,240706,https://open.spotify.com/track/1dEy9Pl81QopSxNsPxXQxv,https://i.scdn.co/image/ab67616d00001e020e6cedee56e37a9a65f2164d,spotify:track:1dEy9Pl81QopSxNsPxXQxv,69,0.945,0.621,0.31,6.12e-05,0.117,-10.164,0.0283,111.893,0.125,9,0,4
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2013-04-19,"['Daft Punk', 'Pharrell Williams', 'Nile Rodgers']","['dance pop', 'disco', 'rock', 'filter house', 'electro', 'pop']",2013,14,248413,https://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof,https://i.scdn.co/image/ab67616d00001e021d5cf960a92bb8b03fc2be7f,spotify:track:2Foc5Q5nqNiosCNqttzHof,83,0.0426,0.794,0.811,1.07e-06,0.101,-8.966,0.038,116.047,0.862,6,0,4
Royals,Pure Heroine,2013-09-27,['Lorde'],"['pop', 'metropopolis', 'nz pop', 'art pop']",2013,15,190185,https://open.spotify.com/track/2dLLR6qlu5UJ5gk0dKz0h3,https://i.scdn.co/image/ab67616d00001e02187331e276c898d39764cc98,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,81,0.121,0.674,0.428,0.0,0.132,-9.504,0.122,84.878,0.337,7,1,4
I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),2021-11-12,['Taylor Swift'],['pop'],2013,16,219760,https://open.spotify.com/track/6AtZLIzUINvExIUy4QhdjP,https://i.scdn.co/image/ab67616d00001e02318443aab3531a0558e79a4d,spotify:track:6AtZLIzUINvExIUy4QhdjP,79,0.0129,0.584,0.557,0.0,0.0576,-6.371,0.0342,154.008,0.767,6,1,4
We Can't Stop,Bangerz (Deluxe Version),2013-10-04,['Miley Cyrus'],['pop'],2013,17,231240,https://open.spotify.com/track/2y4lAQpi5VTNLu2ldeTdUH,https://i.scdn.co/image/ab67616d00001e026b18d0490878750cd69abf2c,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,81,0.00882,0.613,0.622,0.0,0.37,-5.794,0.0334,80.003,0.484,1,0,4
Wrecking Ball,Bangerz (Deluxe Version),2013-10-04,['Miley Cyrus'],['pop'],2013,18,221360,https://open.spotify.com/track/2vwlzO0Qp8kfEtzTsCXfyE,https://i.scdn.co/image/ab67616d00001e026b18d0490878750cd69abf2c,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,82,0.407,0.53,0.422,0.0,0.107,-6.262,0.0342,119.964,0.349,5,1,4
Wake Me Up,True,2013-01-01,['Avicii'],"['pop', 'pop dance', 'edm']",2013,19,247426,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2,https://i.scdn.co/image/ab67616d00001e02e14f11f796cef9f9a82691a7,spotify:track:0nrRP2bk19rLc0orkWPQk2,88,0.0038,0.532,0.783,0.0012,0.161,-5.697,0.0523,124.08,0.643,2,1,4
Suit & Tie (feat. JAY Z) (feat. Jay-Z) - [Radio Edit],Suit & Tie (feat. JAY Z) (feat. Jay-Z) [Radio Edit],2013-01-15,"['Justin Timberlake', 'JAY-Z']","['dance pop', 'east coast hip hop', 'gangster rap', 'pop rap', 'rap', 'hip hop', 'pop']",2013,20,269146,https://open.spotify.com/track/4mQVHEjrnuUd7G5IVhSYTk,https://i.scdn.co/image/ab67616d00001e028dc9d296e7d01f44d9d3f588,spotify:track:4mQVHEjrnuUd7G5IVhSYTk,59,0.0927,0.797,0.611,1.37e-06,0.259,-4.99,0.183,102.034,0.426,11,0,4
Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,Ultimate Pitch Perfect (Original Motion Picture Soundtrack),2015-02-10,['Anna Kendrick'],['hollywood'],2013,21,128013,https://open.spotify.com/track/6mH3qVIeOsnQIAho5eWwhH,https://i.scdn.co/image/ab67616d00001e020841a28ca69a34d2a45e58ed,spotify:track:6mH3qVIeOsnQIAho5eWwhH,64,0.0462,0.878,0.455,0.00484,0.0353,-8.845,0.077,129.953,0.79,0,1,4
Holy Grail,Magna Carta... Holy Grail,2013-07-04,"['JAY-Z', 'Justin Timberlake']","['pop', 'dance pop', 'east coast hip hop', 'gangster rap', 'rap', 'hip hop', 'pop rap']",2013,22,338413,https://open.spotify.com/track/37jTPJgwCCmIGMPB45jrPV,https://i.scdn.co/image/ab67616d00001e0216667761b90f600c1d7b08e6,spotify:track:37jTPJgwCCmIGMPB45jrPV,65,0.0594,0.676,0.534,8.59e-06,0.256,-6.901,0.0831,145.082,0.156,2,0,4
Scream & Shout,#willpower,2013-01-01,"['will.i.am', 'Britney Spears']","['pop', 'dance pop']",2013,23,283400,https://open.spotify.com/track/2iJuuzV8P9Yz0VSurttIV5,https://i.scdn.co/image/ab67616d00001e02e6082141bd7c86ae9f11ea26,spotify:track:2iJuuzV8P9Yz0VSurttIV5,80,0.019,0.772,0.685,8.96e-05,0.131,-6.849,0.0696,130.033,0.501,5,1,4
Clarity,Clarity,2012-01-01,"['Zedd', 'Foxes']","['pop dance', 'edm', 'complextro', 'electropop', 'metropopolis', 'pop', 'german techno', 'uk pop']",2013,24,271426,https://open.spotify.com/track/60wwxj6Dd9NJlirf84wr2c,https://i.scdn.co/image/ab67616d00001e02941dd3b3343d9cb9329d37bf,spotify:track:60wwxj6Dd9NJlirf84wr2c,77,0.0398,0.509,0.781,0.0,0.0749,-3.48,0.072,128.0,0.176,8,1,4
Sail,Megalithic Symphony,2011-03-15,['AWOLNATION'],"['rock', 'modern alternative rock', 'modern rock', 'stomp pop', 'la indie']",2013,25,259093,https://open.spotify.com/track/7ueP5u2qkdZbIPN2YA6LR0,https://i.scdn.co/image/ab67616d00001e0232f1572738340ddc9569c54b,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,76,0.441,0.826,0.436,0.615,0.0964,-9.583,0.0558,119.051,0.272,1,1,4
Don't You Worry Child - Radio Edit,Don't You Worry Child,2012-09-14,"['Swedish House Mafia', 'John Martin']","['pop dance', 'progressive electro house', 'pop edm', 'edm']",2013,26,212862,https://open.spotify.com/track/2V65y3PX4DkRhy1djlxd9p,https://i.scdn.co/image/ab67616d00001e029cfe80c0c05ce104f7bab18e,spotify:track:2V65y3PX4DkRhy1djlxd9p,83,0.112,0.612,0.84,0.0,0.116,-3.145,0.0509,129.042,0.438,11,0,4
Diamonds,Unapologetic (Edited Version),2012-01-01,['Rihanna'],"['pop', 'barbadian pop', 'urban contemporary']",2013,27,225146,https://open.spotify.com/track/1z9kQ14XBSN0r2v6fx4IdG,https://i.scdn.co/image/ab67616d00001e02e24cbbd5cef05ca77ec67df6,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,75,0.00125,0.564,0.71,0.0,0.109,-4.92,0.0461,91.972,0.393,11,0,4
I Love It (feat. Charli XCX),THIS IS... ICONA POP,2013-08-27,"['Icona Pop', 'Charli XCX']","['pop', 'swedish synthpop', 'dance pop', 'art pop', 'electropop', 'metropopolis', 'candy pop', 'swedish electropop', 'uk pop']",2013,28,157152,https://open.spotify.com/track/6HZ9VeI5IRFCNQLXhpF4bq,https://i.scdn.co/image/ab67616d00001e024e2e6035e60579c7bdc6fb33,spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,73,0.00952,0.711,0.906,1.64e-05,0.153,-2.671,0.0284,125.916,0.824,8,1,4
Safe And Sound,In A Tidal Wave Of Mystery (Deluxe Edition),2013,['Capital Cities'],"['modern rock', 'metropopolis']",2013,29,192789,https://open.spotify.com/track/6Z8R6UsFuGXGtiIxiD8ISb,https://i.scdn.co/image/ab67616d00001e0213c6cb6a81c8db4dbc8b9924,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,84,0.000176,0.655,0.819,0.00374,0.104,-4.852,0.0316,117.956,0.766,0,1,5
Treasure,Unorthodox Jukebox,2012-12-07,['Bruno Mars'],"['pop', 'dance pop']",2013,30,178560,https://open.spotify.com/track/55h7vJchibLdUkxdlX3fK7,https://i.scdn.co/image/ab67616d00001e02926f43e7cce571e62720fd46,spotify:track:55h7vJchibLdUkxdlX3fK7,82,0.0412,0.874,0.692,7.24e-05,0.324,-5.28,0.0431,116.017,0.937,5,0,4
The Way,Yours Truly,2013-01-01,"['Ariana Grande', 'Mac Miller']","['pittsburgh rap', 'pop', 'rap', 'hip hop']",2013,31,227026,https://open.spotify.com/track/06EL94D0TA27Ik0Ke5usbj,https://i.scdn.co/image/ab67616d00001e024bb9f35da9ff34b1e2314d8e,spotify:track:06EL94D0TA27Ik0Ke5usbj,70,0.294,0.645,0.877,0.0,0.0759,-3.208,0.113,82.324,0.861,5,0,4
Started From the Bottom,Nothing Was The Same,2013-01-01,['Drake'],"['toronto rap', 'canadian hip hop', 'canadian pop', 'rap', 'hip hop']",2013,32,174133,https://open.spotify.com/track/5DI9jxTHrEiFAhStG7VA8E,https://i.scdn.co/image/ab67616d00001e02a90d170c61fb7d063d47161d,spotify:track:5DI9jxTHrEiFAhStG7VA8E,68,0.0319,0.793,0.524,0.0,0.156,-7.827,0.156,86.325,0.579,8,1,4
Come & Get It,Stars Dance (Bonus Track Version),2013-01-01,['Selena Gomez'],"['pop', 'post-teen pop']",2013,33,231986,https://open.spotify.com/track/6LoQHIo74tOzQ8EsLEkhgF,https://i.scdn.co/image/ab67616d00001e020e36690135fa1a30d048e604,spotify:track:6LoQHIo74tOzQ8EsLEkhgF,74,0.0101,0.546,0.787,0.00021,0.0809,-4.1,0.0517,79.979,0.573,7,0,4
"Hold On, We're Going Home",Nothing Was The Same,2013-01-01,"['Drake', 'Majid Jordan']","['toronto rap', 'canadian hip hop', 'canadian contemporary r&b', 'canadian pop', 'rap', 'hip hop']",2013,34,227880,https://open.spotify.com/track/2aSC2xhRxOLiiZZVjhbylH,https://i.scdn.co/image/ab67616d00001e02a90d170c61fb7d063d47161d,spotify:track:2aSC2xhRxOLiiZZVjhbylH,74,0.00421,0.777,0.414,2.73e-05,0.0724,-7.44,0.0946,100.002,0.287,6,0,4
Daylight,Overexposed (Deluxe),2012-01-01,['Maroon 5'],['pop'],2013,35,225306,https://open.spotify.com/track/6TwfdLbaxTKzQi3AgsZNzx,https://i.scdn.co/image/ab67616d00001e029d41d73f973cb817462e068a,spotify:track:6TwfdLbaxTKzQi3AgsZNzx,65,0.00246,0.657,0.679,0.0,0.211,-5.511,0.0269,120.007,0.331,2,1,4
Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),2012,"['Pitbull', 'Christina Aguilera']","['pop', 'dance pop', 'miami hip hop']",2013,36,229506,https://open.spotify.com/track/0Hf4aIJpsN4Os2f0y0VqWl,https://i.scdn.co/image/ab67616d00001e02f2486b438645e97b523e4f90,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,80,0.039,0.673,0.758,0.0,0.341,-3.632,0.158,135.956,0.542,7,1,4
Applause,ARTPOP,2013-11-11,['Lady Gaga'],"['pop', 'dance pop', 'art pop']",2013,37,212333,https://open.spotify.com/track/5ka2ajep9OAvU5Sgduhiex,https://i.scdn.co/image/ab67616d00001e027da123c944790bfab54b2522,spotify:track:5ka2ajep9OAvU5Sgduhiex,78,0.0265,0.669,0.78,1.63e-06,0.143,-4.287,0.053,139.945,0.738,7,0,4
One More Night,Overexposed (Deluxe),2012-01-01,['Maroon 5'],['pop'],2013,38,219466,https://open.spotify.com/track/4XNrMwGx1SqP01sqkGTDmo,https://i.scdn.co/image/ab67616d00001e02ce7d499847da02a9cbd1c084,spotify:track:4XNrMwGx1SqP01sqkGTDmo,73,0.0444,0.718,0.82,0.0,0.0846,-3.453,0.0323,92.998,0.613,5,0,4
Love Me,I Am Not A Human Being II (Deluxe),2013-01-01,"['Lil Wayne', 'Drake', 'Future']","['southern hip hop', 'new orleans rap', 'toronto rap', 'canadian hip hop', 'trap', 'canadian pop', 'rap', 'atl hip hop', 'hip hop', 'pop rap']",2013,39,255053,https://open.spotify.com/track/2XHzzp1j4IfTNp1FTn7YFg,https://i.scdn.co/image/ab67616d00001e0280c64a084164867806ea617a,spotify:track:2XHzzp1j4IfTNp1FTn7YFg,83,0.0125,0.669,0.634,0.0,0.0946,-6.476,0.0327,124.906,0.496,11,1,4
My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,2013-04-12,['Fall Out Boy'],"['pop punk', 'rock', 'modern rock', 'pop', 'emo']",2013,40,186826,https://open.spotify.com/track/2E43WFS4rRc09za2r2GmZl,https://i.scdn.co/image/ab67616d00001e02483a98632e23f6d2623ab75c,spotify:track:2E43WFS4rRc09za2r2GmZl,76,0.0271,0.558,0.924,3.32e-06,0.537,-4.341,0.064,151.99,0.567,9,0,4
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",LONG.LIVE.A$AP (Deluxe Version),2013,"['A$AP Rocky', 'Drake', '2 Chainz', 'Kendrick Lamar']","['southern hip hop', 'east coast hip hop', 'canadian hip hop', 'toronto rap', 'trap', 'conscious hip hop', 'canadian pop', 'rap', 'atl hip hop', 'hip hop', 'pop rap', 'west coast rap']",2013,41,233786,https://open.spotify.com/track/4X5f3vT8MRuXF68pfjNte5,https://i.scdn.co/image/ab67616d00001e022ae92030b51fb8135d694af9,spotify:track:4X5f3vT8MRuXF68pfjNte5,77,0.0239,0.853,0.693,0.0,0.11,-6.87,0.275,95.967,0.662,1,1,4
Beauty And A Beat,Believe (Deluxe Edition),2012-06-15,"['Justin Bieber', 'Nicki Minaj']","['hip pop', 'queens hip hop', 'canadian pop', 'rap', 'pop']",2013,42,227986,https://open.spotify.com/track/190jyVPHYjAqEaOGmMzdyk,https://i.scdn.co/image/ab67616d00001e026c20c4638a558132ba95bc39,spotify:track:190jyVPHYjAqEaOGmMzdyk,77,0.000688,0.602,0.843,5.27e-05,0.0682,-4.831,0.0593,128.003,0.526,0,1,4
Same Love (feat. Mary Lambert),The Heist,2012-10-09,"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Mary Lambert']","['pop rap', 'neo mellow', 'seattle hip hop']",2013,43,318525,https://open.spotify.com/track/01uqI4H13Gsd8Lyl1EYd8H,https://i.scdn.co/image/ab67616d00001e0298a02fef3a8b1d80a0f164ec,spotify:track:01uqI4H13Gsd8Lyl1EYd8H,65,0.716,0.688,0.473,4.46e-05,0.104,-9.059,0.167,84.958,0.299,8,1,4
Sweet Nothing (feat. Florence Welch),18 Months,2012-10-29,"['Calvin Harris', 'Florence Welch']","['electro house', 'dance pop', 'house', 'uk dance', 'edm', 'progressive house', 'pop', 'uk pop']",2013,44,212560,https://open.spotify.com/track/24LS4lQShWyixJ0ZrJXfJ5,https://i.scdn.co/image/ab67616d00001e02dcef905cb144d4867119850b,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,75,0.197,0.573,0.929,0.000112,0.0567,-3.942,0.109,127.934,0.582,8,0,4
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Dance Classics & Hits,2021-07-06,"['Lana Del Rey', 'Cedric Gervais']","['electro house', 'pop dance', 'art pop', 'edm', 'progressive electro house', 'progressive house', 'pop']",2013,45,214912,https://open.spotify.com/track/5lu3zAHbQKwcCQRls0kxW8,https://i.scdn.co/image/ab67616d00001e02333690210242663b36daa9a1,spotify:track:5lu3zAHbQKwcCQRls0kxW8,5,0.0147,0.572,0.81,6.94e-06,0.13,-5.791,0.0557,126.045,0.106,1,0,4
Home,The World From The Side Of The Moon,2012-01-01,['Phillip Phillips'],"['folk-pop', 'neo mellow', 'pop rock']",2013,46,210173,https://open.spotify.com/track/1EAgPzRbK9YmdOESSMUm6P,https://i.scdn.co/image/ab67616d00001e025c75f5e02580f4c0c3e80e8e,spotify:track:1EAgPzRbK9YmdOESSMUm6P,73,0.0256,0.606,0.826,1.56e-05,0.117,-6.04,0.0307,121.04,0.322,0,1,4
It's Time,Night Visions,2012-09-04,['Imagine Dragons'],"['pop', 'rock', 'modern rock']",2013,47,237986,https://open.spotify.com/track/6BtmXhTJMM9sBTHeYYASGz,https://i.scdn.co/image/ab67616d00001e02b2b2747c89d2157b0b29fb6a,spotify:track:6BtmXhTJMM9sBTHeYYASGz,69,0.0162,0.656,0.884,0.0,0.145,-4.748,0.0372,105.009,0.86,2,1,4
Power Trip (feat. Miguel),Born Sinner (Deluxe Version),2013-06-18,"['J. Cole', 'Miguel']","['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop', 'r&b']",2013,48,241160,https://open.spotify.com/track/2uwnP6tZVVmTovzX5ELooy,https://i.scdn.co/image/ab67616d00001e02c1bb124f993488cf21b269fc,spotify:track:2uwnP6tZVVmTovzX5ELooy,79,0.324,0.667,0.608,0.000198,0.426,-7.054,0.216,99.992,0.475,1,1,4
Girl on Fire,Girl on Fire (Remixes) - EP,2012-11-18,['Alicia Keys'],"['pop', 'neo soul', 'r&b']",2013,49,224920,https://open.spotify.com/track/4esOae7i4rqTbAu9o5Pxco,https://i.scdn.co/image/ab67616d00001e02a4fe49eb27e8152710e7a590,spotify:track:4esOae7i4rqTbAu9o5Pxco,80,0.135,0.482,0.706,0.00106,0.105,-5.762,0.0607,92.513,0.144,9,1,4
Heart Attack,Demi,2013-01-01,['Demi Lovato'],"['pop', 'post-teen pop']",2013,50,210840,https://open.spotify.com/track/1V6gIisPpYqgFeWbMLI0bA,https://i.scdn.co/image/ab67616d00001e02aadb13ae608f6af20528409b,spotify:track:1V6gIisPpYqgFeWbMLI0bA,80,0.0738,0.504,0.785,0.0,0.239,-4.802,0.104,173.968,0.502,8,1,4
Love Somebody,Overexposed (Deluxe),2012-01-01,['Maroon 5'],['pop'],2013,51,229813,https://open.spotify.com/track/0HnaqUxvHP5LaWdmWwJpiS,https://i.scdn.co/image/ab67616d00001e029d41d73f973cb817462e068a,spotify:track:0HnaqUxvHP5LaWdmWwJpiS,61,0.145,0.675,0.792,0.0,0.12,-6.303,0.0368,120.016,0.395,1,1,4
I Will Wait,Babel (Deluxe Version),2012-09-25,['Mumford & Sons'],"['uk americana', 'stomp and holler', 'neo mellow', 'modern rock', 'modern folk rock']",2013,52,276720,https://open.spotify.com/track/1fXiYSWmkKJfRKMegCkI11,https://i.scdn.co/image/ab67616d00001e026e2407383e952808a0602b0d,spotify:track:1fXiYSWmkKJfRKMegCkI11,71,0.00974,0.478,0.758,0.00717,0.312,-5.4,0.0331,131.109,0.452,1,1,4
Try Again,Playful Kiss OST,2014-08-18,['Pink ToniQ'],[],2013,53,229224,https://open.spotify.com/track/6yL8vmNnWrD1VdcV5VhXTt,https://i.scdn.co/image/ab67616d00001e02a7ef4ba76aec5fbeddcacfb3,spotify:track:6yL8vmNnWrD1VdcV5VhXTt,33,0.281,0.552,0.743,0.0,0.0989,-6.123,0.0645,96.064,0.345,7,1,4
Wagon Wheel,True Believers,2013-01-01,['Darius Rucker'],"['country road', 'contemporary country', 'country', 'black americana']",2013,54,298373,https://open.spotify.com/track/3xdjjKMcMOFgo1eQrfbogM,https://i.scdn.co/image/ab67616d00001e023c814f8afa852904e9db8a9f,spotify:track:3xdjjKMcMOFgo1eQrfbogM,80,0.455,0.537,0.66,0.0,0.135,-7.174,0.0296,148.096,0.574,9,1,4
Gangnam Style (강남스타일),Gangnam Style (강남스타일),2012-01-01,['PSY'],"['korean old school hip hop', 'k-rap']",2013,55,219493,https://open.spotify.com/track/03UrZgTINDqvnUMbbIMhql,https://i.scdn.co/image/ab67616d00001e026cfc57e5358c5e39e79bccbd,spotify:track:03UrZgTINDqvnUMbbIMhql,75,0.00417,0.727,0.937,0.0,0.091,-2.871,0.286,132.067,0.749,11,0,4
